stars,comment,topic,title
5,,Οθόνες Υπολογιστών,"LG 28TN515V-WZ TN TV Monitor 27.5"" 1366x768 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 25005395"
5,,Οθόνες Υπολογιστών,"LG 28TN515V-WZ TN TV Monitor 27.5"" 1366x768 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 25005395"
3,,Οθόνες Υπολογιστών,"LG 28TN515V-WZ TN TV Monitor 27.5"" 1366x768 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 25005395"
4,,Οθόνες Υπολογιστών,"Dell C2422HE IPS Monitor 23.8"" FHD 1920x1080 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 27302288"
5,,Οθόνες Υπολογιστών,"Nilox NXM24FHD752 IPS-ADS Gaming Monitor 23.8"" FHD 1920x1080 με Χρόνο Απόκρισης 4ms GTG Κωδικός: 42513759"
1,"η οθόνη μετά απο μια εβδομάδα χρήσης απλής πάνω σε Quadro επαγγελματική κάρτα δεν παει πάνω απο 75hz. 

Αναγκάστηκα και έδωσα 600 ευρώ να πάρω άλλη κάρτα γραφικών μήπως και μπορέσω να δώ την οθόνη στα 165hz που λέει οτι μπορεί να ανέβει. Τίποτα!!! εκεί στα 75hz. Πάνω απο τα 75hz βγάζει εικόνα μόνο στο μισό της οθόνης. 

Να προσθέσω οτι η οθόνη είναι συνδεδεμένη μόνο με DP cable.",Οθόνες Υπολογιστών,"Asus TUF Gaming VG279Q1A IPS Gaming Monitor 27"" FHD 1920x1080 165Hz Κωδικός: 24362647"
5,"Καταρχάς για την τιμή τον 250 ευρώ αξίζει τα λεφτά της και με το παραπάνω! Ένα πολύ τίμιο IPS panel που το παίρνεις για τα 165hz εννοείται, τα μόνα ""αρνητικά"" είναι ότι σε σύγκριση με μια Dell IPS των 75hz και 27 ιντσών η Dell έχει καλύτερα χρώματα κατά την γνώμη μου αν και δεν έχω ασχοληθεί πολύ για να τα φτιάξω και λίγο καλύτερη ευκρίνεια ( κάτι στο οποίο πιστεύω ότι παίζει αρκετά μεγάλο ρόλο το υψηλό refresh rate). Για editing δεν θα το πρότεινα , για gaming εννοείται ότι αξίζει!",Οθόνες Υπολογιστών,"Asus TUF Gaming VG279Q1A IPS Gaming Monitor 27"" FHD 1920x1080 165Hz Κωδικός: 24362647"
1,"Όλα καλά με την οθόνη από θέμα ποιότητας ανάλυσης κτλπ πολύ καλές γωνιες θέασης αλλα στον 1.5 μήνα έβγαλε καμένη σειρά pixel!Εχω επικοινωνήσει ήδη με asus που με ενημέρωσαν πως θα μου την αντικαταστήσουν!Αυτά…
28/8/21-8μήνες μετα…και η καινουργια οθόνη που παρελαβα ξεκιναει παλι να κανει γραμμες…κρίμα απογοήτευση απο μια τόσο αξιόπιστη μάρκα!",Οθόνες Υπολογιστών,"Asus TUF Gaming VG279Q1A IPS Gaming Monitor 27"" FHD 1920x1080 165Hz Κωδικός: 24362647"
4,"Εργάζομαι πολλές ώρες μπροστά σε οθόνες και έχω δοκιμάσει πολλές. Αν ψάχνετε οθόνη για εργασία και όχι για παιχνίδι μην την φοβηθείτε. Αν τώρα θέλετε και να παίζετε κάποιες φορές, ίσως δεν είναι για εσάς. Η εικόνα είναι ξεκούραστη, με καλή οξύτητα και ακρίβεια στα χρώματα. Αν και ακριβή, δεν το μετάνιωσα. Η εγγύηση των πέντε ετών - για μένα - είναι πολύ σημαντική. Σημαντικές βρήκα επίσης και τις ρυθμίσεις ύψους, κλήσης και περιστροφής, που την κάνουν να ανταποκρίνεται σε κάθε ανάγκη μου.",Οθόνες Υπολογιστών,"Eizo EV2460-WT IPS Monitor 23.8"" FHD 1920x1080 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 21850923"
5,"Μετά από ένα μήνα χρήσης κάθομαι να γράψω αυτή την κριτική!

Η οθόνη δουλεύει σε διπλό set-up. Αυτή είναι η κεντρική και δίπλα είναι μια 24αρα, γνωστής εταιρίας, σε κάθετη θέση. Γενικά είμαι πολλές ώρες μπροστά στον υπολογιστή και κάνω δουλειές γραφείου (όχι παιχνίδια)

Θετικά:
* ΜΗΔΕΝ backlight bleeding. Έπαθα πλάκα. Επειδή είχα θέμα με προηγούμενες οθόνες το είχα ψάξει πολύ πριν την αγοράσω. Όταν την άνοιξα σε απόλυτο σκοτάδι δεν είχε κανένα θέμα σε καμία γωνία ή στα πλαϊνά. 
* Πολύ θετικός ο αισθητήρας που ρυθμίζει την φωτεινότητα σε σχέση με τον φωτισμό του περιβάλλοντος. Επειδή είμαι δίπλα σε μπαλκονόπορτα με τις άλλες οθόνες έπρεπε τουλάχιστον 2 φορές την μέρα να αλλάζω ρυθμίσεις. Πολλές φορές το ξεχνούσα και κατέληγα να με ενοχλούν τα μάτια. Τώρα με αυτό απλά το ξεχνάς. Μάλιστα αυτή η οθόνη μου θυμίζει να διορθώσω και την διπλανή που δεν έχει αισθητήρα.
* Τα χρώματα της είναι πολύ ζωντανά. Αυτό μπορώ να το πω και σε σύγκριση με την διπλανη (πολύ καλής μάρκας) όπου τα χρώματα της φαίνονται ""ξεβαμένα""
* Πολύ καλό το σύστημα μέσω software που μπορείς να ρυθμίζεις πολλές οθόνες (EIZO) μαζί

Αρνητικά
* Η βάση πιάνει αρκετά μεγάλο χώρο στο γραφείο (ειδικά από τον πίσω τοίχο). Ακόμα οι κινήσεις της γίνονται με κάποια δυσκολία (βέβαια να πω ότι έχουν βγει πιο καινούργια μοντέλα με καινούργια βάση)
* Μερικές φορές νομίζω ότι έχει υπερβολική φωτεινότητα (ειδικά το βράδυ όταν ανοίξω φώτα). Πείραξα λίγο τις ρυθμίσεις αλλά δεν μπόρεσα να βρω κάποια καλή και έχω μείνει με εργοστασιακές.

Συμπέρασμα. Ναι είναι πολύ καλή οθόνη. Το θέμα είναι ότι μέχρι 24 ιντσες η διαφορά τιμής δεν είναι υπερβολική με τις υπόλοιπες εταιρίες. Στις 27 ίντσες όμως είναι ΠΟΛΥ μεγάλη η διαφορά τιμής και δεν ξέρω αν αξίζει. Επίσης αρνητικό ότι δεν γίνονται ποτέ προσφορές στις συγκεκριμένες οθόνες.",Οθόνες Υπολογιστών,"Eizo EV2460-WT IPS Monitor 23.8"" FHD 1920x1080 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 21850923"
3,"Χρησιμοποιώ την οθόνη 1,5 μήνα. Ήμουν σε δίλημμα μεταξύ Samsung monitor η Eizo EV 2460. Νομίζω ότι το έχω μετανιώσει σε ένα ποσοστό. Για την Eizo απαιτούνται τα διπλά περιπου χρήματα σε σχέση με μια 23,8-24 ιντσών samsung, αλλά δεν βλέπω να δικαιολογείται επαρκώς αυτή η σχετική τιμολόγηση. Δεν σε αφήνει έκπληκτο, ούτε σε αιφνιδιάζει ευχάριστα η απεικόνιση επειδή πλήρωσες 300+ ευρώ. Η εικόνα ειναι σχετικά ικανοποιητική, με ζωντανά χρώματα, η ευκρίνεια ναι μεν καλή, αλλά δεν ειναι αυτή που θα περίμενες σχετικά με το κόστος, εξαιρετική κατασκευή ως προς την ρύθμιση ύψους του μόνιτορ. Περίμενα περισσότερα από μια οθόνη που κυκλοφόρησε το 2019. Δεν την λες δηλαδή και παλιά. Δεν θα την συνιστούσα προσωπικά σε αυτά τα χρήματα, η αίσθηση μου ειναι ότι πληρώνει ο αγοραστής και το όνομα της εταιρείας, και ότι θα άρμοζε να κοστίζει τουλάχιστον 100 ευρώ λιγότερα. Η εγγύηση των 5 ετών ειναι μεν πολύ σημαντική, έχω κάποιο ερωτηματικό όμως γύρω από αυτό. Τα κεντρικά βρίσκονται στην Αθήνα. Αν διαμενεις κάπου αλλού, θα πρέπει να αποστείλεις την οθόνη στην Αθήνα, και προσωπικά μου ειναι ασαφές ποιος χρεώνεται το κόστος αποστολής. Αν το χρεώνεται ο πελάτης τότε μιλάμε για μια εγγύηση περιορισμένης ανταπόκρισης στην πραγματικότητα. Θα πρότεινα να διευκρινιστεί αυτό πριν την αγορά.",Οθόνες Υπολογιστών,"Eizo EV2460-WT IPS Monitor 23.8"" FHD 1920x1080 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 21850923"
5,"Σίγουρα μια πολύ καλή επένδυση για όσους ψάχνουν για μια ξεκούραστη, ποιοτική λύση και περνούν πολλές ώρες μπροστά της.",Οθόνες Υπολογιστών,"Eizo EV2460-WT IPS Monitor 23.8"" FHD 1920x1080 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 21850923"
5,,Οθόνες Υπολογιστών,"Eizo EV2460-WT IPS Monitor 23.8"" FHD 1920x1080 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 21850923"
5,,Οθόνες Υπολογιστών,"Asus ROG Strix XG49VQ Ultrawide VA HDR Curved Gaming Monitor 49"" 3840x1080 144Hz με Χρόνο Απόκρισης 4ms GTG Κωδικός: 17890956"
5,,Οθόνες Υπολογιστών,"Asus ROG Strix XG49VQ Ultrawide VA HDR Curved Gaming Monitor 49"" 3840x1080 144Hz με Χρόνο Απόκρισης 4ms GTG Κωδικός: 17890956"
4,,Οθόνες Υπολογιστών,"AOC 22P1D TN Monitor 21.5"" FHD 1920x1080 με Χρόνο Απόκρισης 2ms GTG Κωδικός: 15263407"
4,"Πολύ καλή οθόνη με καθαρή εικόνα και καλή για βίντεοδιάσκεψη, πρόβλημα ο ήχος που είναι χαμηλός, αλλά για μικρό γραφείο σε κλειστό χώρο είναι ικανοποιητικός",Οθόνες Υπολογιστών,"Asus BE24EQSK IPS Monitor 23.8"" FHD 1920x1080 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 27899939"
2,"Πολύ μέτρια οθόνη. 

Μπορεί να έχει τα πλούσια χρώματα μιας IPS που δεν αλλοιώνονται υπό γωνία, αυτό που επηρεάζεται όμως αρκετά είναι η φωτεινότητα. Σε απόσταση 70 εκατοστών από την οθόνη, αν κινηθώ προς ελαφρώς έκκεντρη θέση, αλλάζει αισθητά η φωτεινότητα στην άλλη άκρη.

Επίσης, η εικόνα παρουσιάζει (ίσως λόγω επίστρωσης) έναν πολύ ψιλό «κόκκο» σε όλη την επιφάνεια, ιδιαίτερα εμφανή σε λευκό φόντο. Αυτός μειώνει λίγο την ευκρίνεια και δίνει την εντύπωση μιας μονίμως σκονισμένης οθόνης.

Το πιο ενοχλητικό για εμένα είναι ένας μόνιμος υψίσυχνος ήχος που γίνεται πιο έντονος, όσο πιο πολλά ανοιχτά χρώματα έχει η εικόνα. Αν δουλεύετε πάντα σε dark mode ή παίζετε παιχνίδια και βλέπετε ταινίες, πιθανώς δεν θα σας ενοχλήσει. Σε δουλειά γραφείου με ησυχία όμως, ναι.

Τα ενσωματωμένα ηχεία επαρκούν μόνο για κανέναν ήχο ειδοποίησης. Για οτιδήποτε παραπάνω, συνδέστε εξωτερικά ηχεία, αλλιώς ο ήχος θα ακούγεται σαν από ραδιοφωνάκι του '50.
-----
25/12: Μειώνω τη βαθμολογία από τρία σε δύο αστέρια, επειδή ακόμα και μετά από επισκευή (αντικατάσταση τροφοδοτικού) παραμένει ο υψίσυχνος ήχος.",Οθόνες Υπολογιστών,"Viewsonic VG2719-2K IPS Monitor 27"" QHD 2560x1440 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 17433349"
4,,Οθόνες Υπολογιστών,"Viewsonic VG2719-2K IPS Monitor 27"" QHD 2560x1440 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 17433349"
1,"Το συγκεκριμένο προιόν που παρέλαβα, δε συνδέεται ως external οθόνη σε laptop, με τη χρήση adaptor Displayport to HDMI, παρότι αναγράφεται στα χαρακτηριστικα περιγραφής της οθόνης. Δοκίμασα 2 adaptors (1 με 5 και 1 με 40 ευρώ) με καλώδιο hdmi (αμφότερα δεν περιλαμβάνονται εργοστασιακά στη συσκευασία) και το laptop δεν αναγνωρίζει την οθόνη.",Οθόνες Υπολογιστών,"Lenovo ThinkCentre Tiny-In-One 22 Gen 4 IPS Monitor 21.5"" FHD 1920x1080 με Χρόνο Απόκρισης 6ms GTG Κωδικός: 28141386"
3,"Έχει πολλές ρυθμίσεις για καλιμπράρισμα χρωμάτων. Ξεχωριστά hue και saturation για κίτρινο, κυανό, ματζέντα, κόκκινο, μπλε κλπ. ΩΣΤΟΣΟ, έχει τρελό bleed. Ωραία χρώματα και γωνία θέασης αλλά σε σκοτεινό περιεχόμενο έχει πολύ bleed.",Οθόνες Υπολογιστών,"LG 24BK550Y-B IPS Monitor 24"" FHD 1920x1080 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 11463986"
4,"Η ποιότητα της εικόνας είναι άριστη. Την χρησιμοποιώ με το DVI-D ως monitor υπολογιστή, και με το HDMI με εξωτερικό δέκτη τηλεόρασης. Για αυτή τη διπλή χρήση H/Y & TV δεν την συνιστώ για δύο λόγους:
1) Τα ενσωματωμένα ηχεία μόλις και μετά βίας ακούγονται (σαν να έχεις συνδεμένα ακουστικά με δυνατή ένταση).
2) Η εναλλαγή από την μία πηγή εισόδου στην άλλη δεν γίνεται αυτόματα, οπότε κάθε φορά πρέπει να πατιέται το πλήκτρο πάνω στην οθόνη. 

Η τρόπος που αντιμετώπισα το 1ο είναι να συνδέσω την έξοδο ήχου της οθόνης με εξωτερικά ηχεία και ταυτόχρονα η είσοδος ήχου της οθόνης να δέχεται σήμα από την έξοδο ήχου του Η/Υ. Οπότε υπολογιστής και τηλεόραση βγάζουν ήχο στα εξωτερικά ηχεία.

Για το 2ο πρόβλημα δεν βρήκα λύση και σκέφτομαι να επικοινωνήσω με την αντιπροσωπεία μήπως και είναι  ελαττωματική.

Πάντως μόνο για μόνιτορ θα την ξανα-αγόραζα επειδή εκτός από την πολύ καλή εικόνα, μου άρεσε πολύ η βάση της που έχει όλων των ειδών τις ρυθμίσεις (κλίση μπρος-πίσω, περιστροφή (για να βλέπει ο διπλανός σου), περιστροφή (πορτρέτο-τοπίο), ύψος.

Και ένα τελευταίο που με απασχολεί είναι ότι μια-δυο φορές την εβδομάδα, μικρό συνήθως τμήμα της οθόνης παραμορφώνεται προσωρινά για 1-2 δευτερόλεπτα, αλλά μονο σε σύνδεση υπολογιστή (DVI-D) και όχι σε TV (HDMI).

Update 8/4/2020: οι παραμορφώσεις δεν έχουν εμφανιστεί εδώ και τουλάχιστον ένα μήνα, οπότε υποθέτω μάλλον ήταν θέμα σύνδεσης ή υπολογιστή, παρά οθόνης.",Οθόνες Υπολογιστών,"LG 24BK550Y-B IPS Monitor 24"" FHD 1920x1080 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 11463986"
4,,Οθόνες Υπολογιστών,"LG 24BK550Y-B IPS Monitor 24"" FHD 1920x1080 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 11463986"
5,,Οθόνες Υπολογιστών,"LG 24BK550Y-B IPS Monitor 24"" FHD 1920x1080 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 11463986"
5,,Οθόνες Υπολογιστών,"Zowie XL2731 TN Gaming Monitor 27"" FHD 1920x1080 144Hz με Χρόνο Απόκρισης 1ms GTG Κωδικός: 20006413"
5,Δουλεύω πολύ Photoshop και Illustrator για web design. Μπορεί να μην είναι στις κορυφαίες προτάσεις για γραφίστες αλλά για τα λεφτά της είμαι πολύ ευχαριστημένη. Και με τα χρώματα αλλά κυρίως με την ευκρίνεια. Με ότι είχα πριν τα μάτια μου κουράζονταν αλλά αυτό σταμάτησε με την συγκεκριμένη οθόνη. Μάλιστα θα αγοράσω 2η για να την ενώσω στο Mac Studio.,Οθόνες Υπολογιστών,"BenQ PD3225U IPS HDR Monitor 32"" 4K 3840x2160 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 54438570"
3,"Λοιπόν.
Αρχικά. Αν σκοπεύετε να πάρετε αυτή την οθόνη, να ξέρετε ότι μέχρι και σήμερα που γράφω το σχόλιο, τα καταστήματα την προμηθεύονται ΑΠΟ ΤΟ ΕΞΩΤΕΡΙΚΟ. Αυτό σημαίνει ότι παίζετε κορόνα γράμματα αν έχετε σοβαρές απαιτήσεις από το μόνιτόρ σας, και γιατί να μην έχετε όταν πληρώνετε 539 €. 

Η οθόνη ήρθε 26/03/2021. Ωραία συσκευασία, προσεγμένη. Είχε όμως ένα δαχτυλικό αποτύπωμα στο πίσω μέρος του πάνελ που δείχνει πόσο πρόχειρη είναι η ASUS στις επιστροφές της. Προφανώς κάποιος το επέστρεψε για το τρισκάκιστο backlight bleed και έφτασε στα δικά μου χεράκια.

Ποιότητα κατασκευής:
Μεταλλική βάση με πλαστικό, και το πάνελ πολύ μέτριο πλαστικό (κάνει λίγο κρακ κρακ όταν το πιάνω), σε αντίθεση με τη φοβερή S2721DGF που είχε τερατώδες build quality φτιαγμένο από νόκια 3310. Φυσικά πολύ καλύτερη σε ποιότητα κατασκευής από την ελεεινή MAG274QRF-QD.

Κίνηση:
Προσαρμογή κατά ύψος, περιστροφή στον κάθετο άξονα της βάσης, περιστροφή στο κάθετο κέντρο του πάνελ καθώς και tilt στον οριζόντιο άξονα του.

Συνδέσεις
Display Port 1.2, HDMI x 2, 2 USB (+ passthrough), και μία έξοδος ακουστικών. Έχει 2 απαράδεκτα ηχεία.

Ξεκούραστη στα μάτια:
Απίστευτα καλή, σαν ζωγραφιά στον τοίχο. Τολμώ να έχω ψηλά brightness σε σκοτεινό δωμάτιο, και έχω γενικά θέμα με τις οθόνες. Η S2721DGF πχ μου προκάλεσε φοβερές ημικρανίες και ίλιγγο (ίλιγγο όχι ζαλάδα). Πολύ καλή και για office work για κείμενο, κώδικα κτλ. Φαίνεται ότι το innolux είναι ένα αρκετά καλό πανελάκι, παρ' όλο που δεν το έχω δει να πολυφοριέται σε gaming. Λογικά λόγω του πολύ αργού transition που φέρει. 12 ώρες + χρήσης περάσαν νεράκι.

Ποιότητα εικόνας (με το μάτι, δεν την μέτρησα):
-Ομοιομορφία γκρί: Καλή, ελάχιστο deviation απ' το κέντρο, μόνο δεξιά είναι λίγο πιο σκούρη. Πολύ καλύτερη από MAG274QRF-QD που στην άκρη ήταν σχεδόν μαύρη στα ανοιχτά γκρί.
-Ομοιομορφία χρώματος: Καλή. Υπάρχουν κάποια ανεπαίσθητα patches ελαφρώς πιο θερμά, τα οποία μπορεί κανείς να παρατηρήσει αν προσέξει πολύ στο άσπρο. Όχι όμως κάτι το ιδιαίτερο, ίσως να τολμούσα ακόμα και color critical δουλειά σε τέτοιο uniformity. Χιλιάδες φορές καλύτερη από MAG274QRF-QD που έχει ξεκάθαρα κόκκινα patches πολύ έντονα. Το ίδιο καλή με S2721DGF.
-Ομοιομορφία μαύρου: Απ' τις χειρότερες που έχω δει. Ανελέητο backlight bleed, το οποίο καθημερινά γινόταν όλο και χειρότερο (ίσως από τη ζέστη που εκλύει το ίδιο το μόνιτορ). Ξεκάθαρα ορατό με brightness στο 30 και σχετικά καλά φωτισμένο δωμάτιο. Πολύ χειρότερη και από S2721DGF και από MAG274QRF-QD.
-Χρώματα: Λίγο κορεσμένα για τις προτιμήσεις μου, και το sRGB clamp αρκετά κακό, κοκκινίζει την εικόνα, και το gamma δεν είναι 2.2, αλλά πιο πολύ στο 2.3 - 2.4 (αλλά ίσως είναι και το δικό μου unit. Δεν είναι precalibrated αυτές). Γενικά μπορώ να πω ότι είναι εξίσου defined τα χρώματα όσο και της S2721DGF.
-Αντίθεση: Μέτρια, αλλά δεν έχω δει καλύτερη σε τέτοια μόνιτορ. 

Ταχύτητα (με το μάτι):
Προερχόμενος από S2721DGF και MAG274QRF-QD, μπορώ να πω ότι είναι μέτριο προς κακό το ghosting. Για να πω ότι είμαι οκ πρέπει να βάλω το overdrive στο 100, αλλιώς έχει ορατότατο ghosting. Το overdrive στο 100 δεν έχει τόσο κακό overshoot όσο λένε στο rtings, είναι σχετικά ανεκτό, και δε με ενοχλεί τόσο όσο το ghosting πχ στο 80 και κάτω. Γενικά και η S2721DGF & η MAG274QRF-QD ήταν απίστευτες σε ταχύτητα με μηδενικό overshoot.

Τελικά:
Είμαι ASUS fanboy και τολμώ να πω οτι ΜΕ ΑΠΟΓΟΗΤΕΥΣΑΝ ΑΠΟΛΥΤΑ οι ταϊβανέζοι εδώ. Θα την κρατήσω με βαριά καρδιά γιατί έχει πολύ backlight bleed. Δεν μπαίνω στη διαδικασία μηνών αναμονής για να τους σηκωθεί και να μου αλλάξουν το μόνιτορ με ένα που ΜΠΟΡΕΙ και να μην έχει bleed αλλά ίσως έχει καμένα πίξελ και κακό γκρι uniformity. Τρία αστεράκια από μένα και πολλά τους είναι για 540 ευρώ οθόνη.",Οθόνες Υπολογιστών,"Asus TUF GAMING VG27AQL1A IPS HDR Gaming Monitor 27"" QHD 2560x1440 170Hz Κωδικός: 24562668"
